topic,link,domain,published_date,title,lang,cleaned_title,sentiment_score,sentiment
ENTERTAINMENT,https://wrestlingnews.co/wwe-news/watch-wwe-production-trucks-have-arrived-at-amway-center/,wrestlingnews.co,2020-08-14 15:56:54,WATCH: WWE production trucks have arrived at Amway Center,en,watch wwe production trucks have arrived at amway center,0.0,Neutral
BUSINESS,https://galusaustralis.com/2020/08/817971/global-ptfe-gaskets-market-research-report-2026-obervational-studies-with-top-manufacturers-like-james-walker-all-seals-seal-design-henning-gasket-seals-american-rubber-industries-delhi-motor-s/,galusaustralis.com,2020-08-17 09:53:07,"Global PTFE Gaskets Market Research Report 2026 Obervational Studies with Top Manufacturers like James Walker, All Seals, Seal Design, Henning Gasket Seals, American Rubber Industries, Delhi Motor Sales Company",en,global ptfe gaskets market research report 2026 obervational studies with top manufacturers like james walker all seals seal design henning gasket seals american rubber industries delhi motor sales company,0.5106,Positive
BUSINESS,https://galusaustralis.com/2020/08/802803/global-outdoor-air-quality-monitoring-market-2020-growth-share-trends-opportunities-and-focuses-on-top-players-general-electric-company-3m-company-servomex-group-testo-ag/,galusaustralis.com,2020-08-08 04:58:26,"Global Outdoor Air Quality Monitoring Market 2020 | Growth, Share, Trends, Opportunities And Focuses On Top Players | General Electric Company, 3M Company, Servomex Group, Testo Ag",en,global outdoor air quality monitoring market 2020  growth share trends opportunities and focuses on top players  general electric company 3m company servomex group testo ag,0.802,Positive
BUSINESS,http://algosonline.com/news/intelligent-pump-market-with-report-in-depth-industry-analysis-on-trends-growth-opportunities-and-forecast-till-2026,algosonline.com,2020-08-11 13:36:09,"Intelligent Pump Market with Report In Depth Industry Analysis on Trends, Growth, Opportunities and Forecast till 2026",en,intelligent pump market with report in depth industry analysis on trends growth opportunities and forecast till 2026,0.802,Positive
SCIENCE,http://m.thecourierexpress.com/news/nation/oft-delayed-mars-rover-launch-critical-for-florida-s-20b-aerospace-industry/article_90cc17b2-ca79-5fef-9277-739385597f9b.html,m.thecourierexpress.com,2020-08-03 09:47:23,Oft-delayed Mars rover launch critical for Florida's $20B aerospace industry,en,oftdelayed mars rover launch critical for floridas 20b aerospace industry,-0.3182,Negative
BUSINESS,https://www.businesswire.com/news/home/20200817005219/en/Global-Wound-Closure-Strips-Industry-Forecast-Model,businesswire.com,2020-08-17 08:49:00,Global Wound Closure Strips Industry Forecast Model 2020-2030: Implications of COVID-19 on Market Projections - ResearchAndMarkets.com,en,global wound closure strips industry forecast model 20202030 implications of covid19 on market projections  researchandmarketscom,0.0,Neutral
NATION,https://ewn.co.za/2020/08/12/cosatu-calls-for-alcohol-sales-ban-to-be-lifted-says-black-market-thriving,ewn.co.za,2020-08-12 18:31:08,"Cosatu calls for alcohol sales ban to be lifted, says black market thriving",en,cosatu calls for alcohol sales ban to be lifted says black market thriving,-0.5574,Negative
BUSINESS,https://galusaustralis.com/2020/08/791693/edge-computing-in-manufacturing-market-rising-trends-and-technology-outlook-2020-to-2025/,galusaustralis.com,2020-08-04 21:58:31,Edge Computing in Manufacturing Market Rising Trends and Technology Outlook 2020 to 2025,en,edge computing in manufacturing market rising trends and technology outlook 2020 to 2025,0.0,Neutral
BUSINESS,https://bulletinline.com/2020/08/04/2020-ambulatory-blood-pressure-monitoring-equipment-market-global-industry-size-leading-countries-leading-manufacturers-regional-analysis-forecast-to-2026/,bulletinline.com,2020-08-04 17:05:00,"2020 Ambulatory Blood Pressure Monitoring Equipment Market | Global Industry Size, Leading Countries, Leading Manufacturers, Regional Analysis Forecast to 2026",en,2020 ambulatory blood pressure monitoring equipment market  global industry size leading countries leading manufacturers regional analysis forecast to 2026,-0.296,Negative
BUSINESS,https://thedailychronicle.in/news/214249/train-lighting-market-analysis-2020-size-share-sales-growth-revenue-type-application-forecast-to-2026/,thedailychronicle.in,2020-08-14 13:58:53,"Train Lighting Market Analysis 2020: Size, Share, Sales, Growth, Revenue, Type, Application & Forecast To 2026",en,train lighting market analysis 2020 size share sales growth revenue type application  forecast to 2026,0.5859,Positive
BUSINESS,https://bulletinline.com/2020/08/07/interactive-multimedia-platform-market-2020-size-share-upcoming-industry-trends-business-development-analysis-segmentation-and-forecast-by-2025-ceros-cisco-uberflip-ion-interactive/,bulletinline.com,2020-08-07 06:26:00,"Interactive Multimedia Platform Market 2020 Size, Share, Upcoming Industry Trends, Business Development Analysis, Segmentation and Forecast by 2025- Ceros Cisco Uberflip Ion Interactive",en,interactive multimedia platform market 2020 size share upcoming industry trends business development analysis segmentation and forecast by 2025 ceros cisco uberflip ion interactive,0.296,Positive
BUSINESS,https://galusaustralis.com/2020/08/795925/commercial-refrigeration-equipment-market-provides-an-in-depth-insight-of-sales-and-trends-forecast-to-2026/,galusaustralis.com,2020-08-06 04:41:15,Commercial Refrigeration Equipment Market Provides An In-Depth Insight Of Sales And Trends Forecast To 2026,en,commercial refrigeration equipment market provides an indepth insight of sales and trends forecast to 2026,0.0,Neutral
SPORTS,https://www.goal.com/en-us/news/felix-has-shown-his-quality-will-be-a-success-at-atletico/1tshsx1k1grtw15nr4s2yznxks,goal.com,2020-08-13 12:16:00,"'Felix has shown his quality & will be a success at Atletico' - €126m starlet not weighed down by price-tag, says Oblak",en,felix has shown his quality  will be a success at atletico  126m starlet not weighed down by pricetag says oblak,0.5719,Positive
BUSINESS,https://thedailychronicle.in/news/219508/amphibious-aircraft-market-size-sales-share-analysis-industry-demand-and-forecasts-report-from-2020-2025/,thedailychronicle.in,2020-08-15 07:49:42,"Amphibious Aircraft Market Size, Sales, Share, Analysis, Industry Demand and Forecasts Report From 2020-2025",en,amphibious aircraft market size sales share analysis industry demand and forecasts report from 20202025,0.1779,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/05/2073191/0/en/Outlook-on-the-Personal-Protective-Equipment-Global-Market-to-2027-Drivers-Restraints-and-Industry-Trends.html,globenewswire.com,2020-08-05 11:18:00,"Outlook on the Personal Protective Equipment Global Market to 2027 - Drivers, Restraints, and Industry Trends",en,outlook on the personal protective equipment global market to 2027  drivers restraints and industry trends,0.0,Neutral
BUSINESS,https://insideevs.com/news/438568/video-rivian-factory-progress-report/,insideevs.com,2020-08-12 07:18:16,"Rivian Features New Video Progress Report Of Its Factory In Normal, IL",en,rivian features new video progress report of its factory in normal il,0.4215,Positive
BUSINESS,https://bulletinline.com/2020/08/14/calcium-reactors-market-2020-global-industry-analysis-by-trends-size-share-company-overview-growth-and-forecast-by-2026-latest-research-report-by-industry-growth-insights/,bulletinline.com,2020-08-14 05:07:00,"Calcium Reactors Market 2020 |Global Industry Analysis By Trends, Size, Share, Company Overview, Growth And Forecast By 2026| Latest Research Report By Industry Growth Insights",en,calcium reactors market 2020 global industry analysis by trends size share company overview growth and forecast by 2026 latest research report by industry growth insights,0.7506,Positive
HEALTH,https://www.eurekalert.org/pub_releases/2020-08/tgso-gfi073020.php,eurekalert.org,2020-08-03 20:02:37,Greater financial integration generally not associated with better healthcare quality,en,greater financial integration generally not associated with better healthcare quality,0.0243,Neutral
BUSINESS,https://www.businesswire.com/news/home/20200807005248/en/COVID-19-Impacts-Automatic-Palletizer-Depalletizer-Market-Accelerate,businesswire.com,2020-08-07 18:00:00,COVID-19 Impacts: Automatic Palletizer and Depalletizer Market will Accelerate at a CAGR of about 4% through 2020-2024 | Rapid Growth of E-Commerce Industry to Boost Growth | Technavio,en,covid19 impacts automatic palletizer and depalletizer market will accelerate at a cagr of about 4 through 20202024  rapid growth of ecommerce industry to boost growth  technavio,0.7845,Positive
WORLD,https://globalnews.ca/news/7258349/donald-trump-aluminum-tariffs-navdeep-bains/,globalnews.ca,2020-08-09 17:09:54,Trump’s aluminum tariffs are ‘bad economics’: Canadian industry minister,en,trumps aluminum tariffs are bad economics canadian industry minister,-0.5423,Negative
BUSINESS,https://www.exchange99.com/2020/08/14/global-structural-low-alloy-steel-sales-and-revenue-market-share-by-application-types-2015-2020-and-forecast-2021-2026/,exchange99.com,2020-08-14 04:49:17,Global Structural Low-alloy Steel Sales and Revenue Market Share by Application / Types (2015-2020) and Forecast (2021-2026),en,global structural lowalloy steel sales and revenue market share by application  types 20152020 and forecast 20212026,0.296,Positive
SPORTS,https://www.foxnews.com/sports/magics-jonathan-isaac-has-jersey-sales-surge-after-he-stood-for-national-anthem-while-others-knelt,foxnews.com,2020-08-03 20:47:46,Magic's Jonathan Isaac jersey sales surge after he stood for national anthem while others knelt,en,magics jonathan isaac jersey sales surge after he stood for national anthem while others knelt,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/12/2076858/0/en/Global-CMOS-Image-Sensors-Industry.html,globenewswire.com,2020-08-12 05:26:00,Global CMOS Image Sensors Industry,en,global cmos image sensors industry,0.0,Neutral
BUSINESS,https://www.fitchratings.com/research/corporate-finance/pln-sales-volume-to-pick-up-compensation-accounting-revised-04-08-2020,fitchratings.com,2020-08-05 00:14:00,PLN Sales Volume to Pick Up; Compensation Accounting Revised,en,pln sales volume to pick up compensation accounting revised,0.0,Neutral
BUSINESS,https://machineryobserver.com/food-packaging-equipment-market-analysis-2020-size-share-sales-growth-revenue-type-forecast-to-2026/5696/,machineryobserver.com,2020-08-14 14:10:23,"Food Packaging Equipment Market Analysis 2020: Size, Share, Sales, Growth, Revenue, Type & Forecast To ...",en,food packaging equipment market analysis 2020 size share sales growth revenue type  forecast to,0.5859,Positive
TECHNOLOGY,https://asia.nikkei.com/Business/Technology/Trump-s-WeChat-ban-threatens-Apple-s-smartphone-sales-in-China,asia.nikkei.com,2020-08-11 09:34:00,Trump's WeChat ban threatens Apple's smartphone sales in China,en,trumps wechat ban threatens apples smartphone sales in china,-0.7351,Negative
BUSINESS,https://redandblackonline.com/variable-data-printing-market-with-covid-19-impact-analysis-in-depth-analysis-global-market-share-top-trends-professional-technical-industry-insights-2020-2025/,redandblackonline.com,2020-08-14 09:02:29,"Variable Data Printing Market with (Covid-19) Impact Analysis: In-depth Analysis, Global Market Share, Top Trends, Professional & Technical Industry Insights 2020 – 2025",en,variable data printing market with covid19 impact analysis indepth analysis global market share top trends professional  technical industry insights 2020  2025,0.4588,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/10/2075783/0/en/Email-Encryption-Market-by-Component-Deployment-Mode-Organization-Size-Industry-Vertical-and-Region-Global-Forecast-to-2025.html,globenewswire.com,2020-08-10 15:13:00,"Email Encryption Market by Component, Deployment Mode, Organization Size, Industry Vertical, and Region - Global Forecast to 2025",en,email encryption market by component deployment mode organization size industry vertical and region  global forecast to 2025,0.0,Neutral
BUSINESS,https://www.aeresearch.net/led-module-light-industry-market-263023,aeresearch.net,2020-08-03 14:51:14,"Led Module Light Industry Market Report, History and Forecast 2015-2025, Breakdo",en,led module light industry market report history and forecast 20152025 breakdo,0.0,Neutral
HEALTH,https://www.healio.com/news/nephrology/20200813/quality-of-life-assessments-may-inform-kidney-transplant-waitlist-practices,healio.com,2020-08-13 18:56:15,Quality of life assessments may inform kidney transplant waitlist practices,en,quality of life assessments may inform kidney transplant waitlist practices,0.0,Neutral
ENTERTAINMENT,https://www.9news.com.au/national/coronavirus-victoria-instagram-influencer-under-investigation-for-fendi-showings/39c9ccbe-3bce-40d8-b764-9c5f9cbdbe86,9news.com.au,2020-08-15 11:29:00,"Melbourne Instagram influencer under investigation after Fendi salespeople visit her luxury apartment, flouting coronavirus restrictions",en,melbourne instagram influencer under investigation after fendi salespeople visit her luxury apartment flouting coronavirus restrictions,0.0,Neutral
BUSINESS,https://primefeed.in/market-reports/4437998/content-moderation-solutions-market-by-covid-19-impact-analysis-size-regional-growth-major-key-players-technology-and-industry-trends-till-2026/,primefeed.in,2020-08-16 05:00:00,"Content Moderation Solutions Market By Covid-19 Impact Analysis, Size, Regional Growth, Major Key Players, Technology and Industry Trends till 2026",en,content moderation solutions market by covid19 impact analysis size regional growth major key players technology and industry trends till 2026,0.5106,Positive
ENTERTAINMENT,https://www.thenews.com.pk/latest/696369-cara-delevingnes-psoriasis-struggle-led-to-her-trials-mounting-in-the-fashion-industry,thenews.com.pk,2020-08-05 05:37:00,Cara Delevingnes psoriasis struggle led to her trials mounting in the fashion industry,en,cara delevingnes psoriasis struggle led to her trials mounting in the fashion industry,-0.3182,Negative
BUSINESS,https://www.theedgemarkets.com/article/sp-setia-posts-rm14155m-net-loss-2q-impairment-inventories-secures-rm875m-sales-1h,theedgemarkets.com,2020-08-13 05:44:30,"SP Setia posts RM141.55m net loss in 2Q on impairment of inventories, secures RM875m sales in 1H",en,sp setia posts rm14155m net loss in 2q on impairment of inventories secures rm875m sales in 1h,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/14/2078674/0/en/Battery-Pack-for-Marine-Hybrid-Full-Electric-Propulsion-Market-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-14 13:23:00,"Battery Pack for Marine Hybrid & Full Electric Propulsion Market - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,battery pack for marine hybrid  full electric propulsion market  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
NATION,https://globalnews.ca/news/7263439/canadian-tourism-industry-coronavirus/,globalnews.ca,2020-08-10 20:20:45,"Canadian tourism sector needs help through 'very, very dire' straits: industry heads",en,canadian tourism sector needs help through very very dire straits industry heads,-0.2195,Negative
NATION,https://www.bbc.co.uk/news/uk-england-birmingham-53785283,bbc.co.uk,2020-08-15 01:11:35,Bournville Cadbury chocolate factory social club hit by blaze,en,bournville cadbury chocolate factory social club hit by blaze,0.0,Neutral
BUSINESS,https://galusaustralis.com/2020/08/826944/global-dimensional-metrology-in-electronic-manufacturing-market-2020-with-covid-19-crisis-effect-hexagon-kla-tencor-carl-zeiss-faro-technologies/,galusaustralis.com,2020-08-12 08:17:23,"Global Dimensional Metrology in Electronic Manufacturing Market 2020 With COVID-19 Crisis Effect | Hexagon, KLA-Tencor, Carl Zeiss, Faro Technologies",en,global dimensional metrology in electronic manufacturing market 2020 with covid19 crisis effect  hexagon klatencor carl zeiss faro technologies,-0.6249,Negative
BUSINESS,https://bulletinline.com/2020/08/05/antimicrobial-susceptibility-test-market-share-worldwide-industry-growth-size-statistics-opportunities-and-forecasts-up-to-2027/,bulletinline.com,2020-08-05 17:44:00,"Antimicrobial Susceptibility Test Market Share Worldwide Industry Growth, Size, Statistics, Opportunities and Forecasts up to 2027",en,antimicrobial susceptibility test market share worldwide industry growth size statistics opportunities and forecasts up to 2027,0.7506,Positive
TECHNOLOGY,https://www.extremetech.com/mobile/313608-us-sanctions-forcing-huawei-to-end-arm-chip-production,extremetech.com,2020-08-10 18:18:57,US Sanctions Forcing Huawei to End ARM Chip Production,en,us sanctions forcing huawei to end arm chip production,0.0,Neutral
BUSINESS,https://www.cnbc.com/2020/08/14/video-game-industry-grapples-with-murky-track-record-on-diversity.html,cnbc.com,2020-08-14 05:23:00,The $150 billion video game industry grapples with a murky track record on diversity,en,the 150 billion video game industry grapples with a murky track record on diversity,0.0,Neutral
TECHNOLOGY,https://www.tomsguide.com/news/best-back-to-school-sales-2020-deals-at-amazon-apple-and-more,tomsguide.com,2020-08-05 21:40:00,"Best back to school sales 2020: Deals at Amazon, Apple and more",en,best back to school sales 2020 deals at amazon apple and more,0.7096,Positive
BUSINESS,https://www.prnewswire.com/news-releases/global-marine-propellers-industry-2020-to-2027---market-trajectory--analytics-301113211.html,prnewswire.com,2020-08-17 19:15:00,Global Marine Propellers Industry (2020 to 2027) - Market Trajectory & Analytics,en,global marine propellers industry 2020 to 2027  market trajectory  analytics,0.0,Neutral
TECHNOLOGY,https://www.bangkokpost.com/auto/news/1967743/bmw-gives-m3-touring-green-light-for-production-in-2022,bangkokpost.com,2020-08-13 10:40:00,BMW gives M3 Touring green light for production in 2022,en,bmw gives m3 touring green light for production in 2022,0.0,Neutral
BUSINESS,https://www.businesswire.com/news/home/20200817005217/en/Global-Distributed-Temperature-Sensing-Industry-2020-2027,businesswire.com,2020-08-17 08:44:00,Global Distributed Temperature Sensing Industry (2020 to 2027) - Market Trajectory & Analytics - ResearchAndMarkets.com,en,global distributed temperature sensing industry 2020 to 2027  market trajectory  analytics  researchandmarketscom,0.0,Neutral
ENTERTAINMENT,https://guitar.com/news/industry-news/gibson-national-geographic/,guitar.com,2020-08-13 15:44:50,National Geographic to explore Gibson’s Factory in latest Made In A Day episode,en,national geographic to explore gibsons factory in latest made in a day episode,0.0,Neutral
HEALTH,https://www.cuereport.com/us-prostate-cancer-nuclear-medicine-diagnostics-market-32454/,cuereport.com,2020-08-10 17:15:00,"US Prostate Cancer Nuclear Medicine Diagnostics Market Sales, Price, Revenue, Gross Margin and Share 2027",en,us prostate cancer nuclear medicine diagnostics market sales price revenue gross margin and share 2027,-0.743,Negative
BUSINESS,https://bulletinline.com/2020/08/05/self-checkout-counter-market-size-share-2020-industry-demands-top-key-players-industry-analysis-forecast-by-2024-says-research-reports-world/,bulletinline.com,2020-08-05 13:49:00,"Self-checkout Counter Market Size, Share 2020: Industry Demands, Top Key Players, Industry Analysis & Forecast By 2024, Says Research Reports World",en,selfcheckout counter market size share 2020 industry demands top key players industry analysis  forecast by 2024 says research reports world,0.4588,Positive
BUSINESS,https://redandblackonline.com/coronaviruss-impact-on-network-storage-devices-market-2020-global-industry-report-forecast-2026/,redandblackonline.com,2020-08-17 07:54:31,"Coronavirus's Impact On Network Storage Devices Market 2020 – Global Industry Report, Forecast 2026",en,coronaviruss impact on network storage devices market 2020  global industry report forecast 2026,0.0,Neutral
BUSINESS,https://www.globenewswire.com/news-release/2020/08/12/2076856/0/en/Global-CNC-Machine-Tools-Industry.html,globenewswire.com,2020-08-12 05:06:00,Global CNC Machine Tools Industry,en,global cnc machine tools industry,0.0,Neutral
BUSINESS,https://www.prnewswire.com/news-releases/global-cellulose-ether--its-derivatives-industry-301110855.html,prnewswire.com,2020-08-12 14:10:00,Global Cellulose Ether & Its Derivatives Industry,en,global cellulose ether  its derivatives industry,0.0,Neutral
BUSINESS,https://techtoday19.com/ng/united-bank-for-africa-provides-200-million-for-nigerias-petroleum-industry-timely-financing-for-post-covid-economic-growth/,techtoday19.com,2020-08-04 16:29:05,United Bank for Africa provides $200 million for Nigeria’s Petroleum Industry – Timely financing for Post COVID economic growth,en,united bank for africa provides 200 million for nigerias petroleum industry  timely financing for post covid economic growth,0.6597,Positive
BUSINESS,https://variety.com/2020/tv/news/sumner-redstone-dead-97-viacom-cbs-paramount-1234732722/,variety.com,2020-08-12 12:00:00,"Sumner Redstone, Towering Media Mogul Who Helped Shape Modern Entertainment Industry, Dies at 97",en,sumner redstone towering media mogul who helped shape modern entertainment industry dies at 97,0.4215,Positive
WORLD,https://www.sundaymail.co.zw/diamond-giant-pours-us38m-into-chiadzwa-president-promises-jobs-better-quality-of-life,sundaymail.co.zw,2020-08-08 23:48:45,"Diamond giant pours US$38m into Chiadzwa…President promises jobs, better quality of life",en,diamond giant pours us38m into chiadzwapresident promises jobs better quality of life,0.7845,Positive
BUSINESS,https://www.boomlive.in/fake-news/stray-dog-as-salesman-in-kolkatas-hyundai-showroom-not-really-9174,boomlive.in,2020-08-05 11:04:25,Stray Dog As Salesman In Kolkatas Hyundai Showroom? Not Really,en,stray dog as salesman in kolkatas hyundai showroom not really,0.0,Neutral
BUSINESS,https://www.cuereport.com/menstrual-cups-market-29511/,cuereport.com,2020-08-03 10:50:27,"Menstrual Cups Market research, Industry Outlook, Current Trends and Forecast by 2027",en,menstrual cups market research industry outlook current trends and forecast by 2027,0.0,Neutral
BUSINESS,https://www.prnewswire.com/news-releases/global-elemental-analysis-industry-301108950.html,prnewswire.com,2020-08-10 13:40:00,Global Elemental Analysis Industry,en,global elemental analysis industry,0.0,Neutral
BUSINESS,https://www.njmmanews.com/global-digital-teleconverters-market-2020-various-manufacturing-industries-olympus-canon-sony-nikon-pentax-fujifilm/,njmmanews.com,2020-08-16 08:32:54,"Global Digital Teleconverters Market 2020 Various Manufacturing Industries: Olympus, Canon, Sony, Nikon, Pentax, FUJIFILM",en,global digital teleconverters market 2020 various manufacturing industries olympus canon sony nikon pentax fujifilm,0.0,Neutral
BUSINESS,https://galusaustralis.com/2020/08/852404/global-aviation-retail-services-market-outlook-2020-industry-trends-analysis-opportunities-sales-segmentation-revenue-and-forecast-to-2025/,galusaustralis.com,2020-08-17 09:05:32,"Global Aviation Retail Services Market Outlook 2020: Industry Trends, Analysis, Opportunities, Sales, Segmentation, Revenue and Forecast to 2025",en,global aviation retail services market outlook 2020 industry trends analysis opportunities sales segmentation revenue and forecast to 2025,0.3818,Positive
BUSINESS,https://bestnewsmonitoring.com/global-gaming-headphone-market-forecast-period-2020-2029/,bestnewsmonitoring.com,2020-08-09 10:43:00,coronavirus outbreak in Global Gaming Headphone Market Production Capacity And Consumption Analysis By Regions,en,coronavirus outbreak in global gaming headphone market production capacity and consumption analysis by regions,0.0,Neutral
WORLD,https://economictimes.indiatimes.com/news/defence/us-looking-to-ramp-up-arms-sales-to-india-including-heavy-lifting-drones-report/articleshow/77363224.cms,economictimes.indiatimes.com,2020-08-05 02:54:00,"US looking to ramp up arms sales to India, including heavy-lifting drones: Report",en,us looking to ramp up arms sales to india including heavylifting drones report,0.0,Neutral
BUSINESS,https://www.internetshots.com/2020/08/14/global-automotive-fuel-accumulator-market-report-to-examine-manufacturing-cost-analysis-marketing-channel-distributors-and-customers/,internetshots.com,2020-08-14 12:41:10,"Global Automotive Fuel Accumulator Market Report to Examine Manufacturing Cost Analysis, Marketing Channel, Distributors and Customers",en,global automotive fuel accumulator market report to examine manufacturing cost analysis marketing channel distributors and customers,0.0,Neutral
ENTERTAINMENT,https://news.abplive.com/entertainment/movies/sushant-singh-rajput-death-shaktimaan-actor-mukesh-khanna-backs-cbi-for-ssr-says-many-murders-have-been-called-as-suicides-in-bollywood-1312148,news.abplive.com,2020-08-14 08:57:48,Sushant Singh Rajput Death: ‘Shaktimaan’ Actor Mukesh Khanna Says ‘This Is Not The First Time That Such A Murder Has Happened In The Industry’,en,sushant singh rajput death shaktimaan actor mukesh khanna says this is not the first time that such a murder has happened in the industry,-0.8625,Negative
BUSINESS,https://gnghockey.com/2020/08/10/global-total-station-market-industry-analysis-and-forecast-2019-2027-by-type-offering-application-and-region/,gnghockey.com,2020-08-10 11:47:55,"Global Total Station Market – Industry Analysis and Forecast (2019-2027) – By Type, Offering, Application, and Region.",en,global total station market  industry analysis and forecast 20192027  by type offering application and region,0.0,Neutral
BUSINESS,https://www.barrons.com/articles/avayas-stock-surges-after-first-quarter-of-sales-growth-in-more-than-10-years-51597082054,barrons.com,2020-08-10 17:54:00,Avaya’s Stock Surges After First Quarter of Sales Growth in More Than 10 Years,en,avayas stock surges after first quarter of sales growth in more than 10 years,0.3818,Positive
BUSINESS,https://www.globenewswire.com/news-release/2020/08/13/2078304/0/en/IoT-Operating-Systems-Market-Global-Industry-Analysis-Size-Share-Growth-Trends-and-Forecast-2020-2030.html,globenewswire.com,2020-08-13 22:05:00,"IoT Operating Systems Market - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,iot operating systems market  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
BUSINESS,https://www.einnews.com/pr_news/523646551/lip-care-products-packaging-2020-market-by-industry-size-growth-trends-analysis-opportunities-and-forecasts-to-2026,einnews.com,2020-08-10 07:18:00,"Lip Care Products Packaging 2020 Market By: Industry Size,Growth,Trends,Analysis,Opportunities, And Forecasts",en,lip care products packaging 2020 market by industry sizegrowthtrendsanalysisopportunities and forecasts,0.4939,Positive
BUSINESS,https://galusaustralis.com/2020/08/796073/artificial-intelligence-in-automotive-market-2020-scope-of-current-and-future-industry-2026/,galusaustralis.com,2020-08-06 06:18:49,Artificial Intelligence in Automotive Market 2020 | Scope of Current and Future Industry 2026,en,artificial intelligence in automotive market 2020  scope of current and future industry 2026,0.4767,Positive
BUSINESS,https://galusaustralis.com/2020/08/852813/covid19-artificial-grass-and-synthetic-turf-industry-risks-and-business-analysis/,galusaustralis.com,2020-08-17 11:07:40,COVID19: Artificial Grass and Synthetic Turf Industry Risks And Business Analysis,en,covid19 artificial grass and synthetic turf industry risks and business analysis,-0.2732,Negative
BUSINESS,https://www.detroitnews.com/story/business/autos/2020/08/03/uaw-fca-conspirators-stashed-bribes-offshore-gm-alleges/5573313002/,detroitnews.com,2020-08-03 17:37:00,"Auto industry conspirators stashed bribes offshore, GM alleges",en,auto industry conspirators stashed bribes offshore gm alleges,0.0,Neutral
BUSINESS,https://www.marketwatch.com/story/stock-index-futures-lose-ground-ahead-of-retail-sales-data-2020-08-14,marketwatch.com,2020-08-14 14:11:00,Stocks hover near break-even after weaker-than-expected retail sales rise,en,stocks hover near breakeven after weakerthanexpected retail sales rise,0.0,Neutral
NATION,https://scroll.in/article/970548/is-the-national-education-policy-2020-designed-to-deliver-equitable-quality-public-education,scroll.in,2020-08-17 02:00:00,Is the National Education Policy 2020 designed to deliver equitable quality public education?,en,is the national education policy 2020 designed to deliver equitable quality public education,0.0,Neutral
BUSINESS,https://www.rte.ie/news/business/2020/0804/1157196-diageo-sales-plunge-as-demand-in-bars-dries-up/,rte.ie,2020-08-04 08:17:39,Diageo sales plunge as demand in bars dries up,en,diageo sales plunge as demand in bars dries up,-0.128,Negative
BUSINESS,https://au.news.yahoo.com/its-not-going-to-work-tradies-anger-over-harsh-new-rules-for-construction-industry-114920690.html,au.news.yahoo.com,2020-08-04 11:49:00,‘It's not going to work’: Tradie's anger over harsh new rules for construction industry,en,its not going to work tradies anger over harsh new rules for construction industry,-0.765,Negative
BUSINESS,https://scientect.com/uncategorized/5281/learner-driver-insurance-market-by-current-industry-status-growth-opportunities-top-key-players-target-audience-and-forecast/,scientect.com,2020-08-12 09:32:00,"Learner Driver Insurance Market – By Current Industry Status, Growth Opportunities, Top Key Players, Target Audience and Forecast",en,learner driver insurance market  by current industry status growth opportunities top key players target audience and forecast,0.7184,Positive
BUSINESS,https://uk.finance.yahoo.com/news/forklift-market-global-industry-analysis-010500873.html,uk.finance.yahoo.com,2020-08-14 01:17:24,"Forklift Market - Global Industry Analysis, Size, Share, Growth, Trends, and Forecast, 2020 - 2030",en,forklift market  global industry analysis size share growth trends and forecast 2020  2030,0.5859,Positive
BUSINESS,https://economictimes.indiatimes.com/markets/expert-view/right-from-1950-we-have-followed-wrong-policies-raising-production-cost-rc-bhargava/articleshow/77462250.cms,economictimes.indiatimes.com,2020-08-10 10:56:00,"Right from 1950, we have followed wrong policies raising production cost: RC Bhargava",en,right from 1950 we have followed wrong policies raising production cost rc bhargava,-0.4767,Negative
BUSINESS,https://www.thesun.co.uk/money/12411219/stamp-duty-cut-hikes-average-property-prices/,thesun.co.uk,2020-08-15 14:43:00,"Stamp duty cut hikes average property prices by £30,000 as sales rise by 20 per cent",en,stamp duty cut hikes average property prices by 30000 as sales rise by 20 per cent,-0.2732,Negative
ENTERTAINMENT,https://news.avclub.com/priya-krishna-rick-martinez-and-sohla-el-waylly-quit-1844640307,news.avclub.com,2020-08-06 22:37:00,"Priya Krishna, Rick Martinez, and Sohla El-Waylly quit Bon Appétit video over inequality issues",en,priya krishna rick martinez and sohla elwaylly quit bon apptit video over inequality issues,0.0,Neutral
BUSINESS,https://scientect.com/news/9855/latest-trends-in-pre-engineered-building-and-skids-market-2020-covers-updates-on-share-size-global-industry-growth-factors-zamil-steel-holding-company-nci-building-systems-peb-steel-buildi/,scientect.com,2020-08-12 13:33:00,"Latest Trends in Pre-engineered Building and Skids Market 2020, Covers Updates on Share, Size, Global Industry Growth Factors- Zamil Steel Holding Company, NCI Building Systems, PEB Steel Buildings",en,latest trends in preengineered building and skids market 2020 covers updates on share size global industry growth factors zamil steel holding company nci building systems peb steel buildings,0.5859,Positive
